D03B,D03B1
UBHINZI BW'ICYAYI,127
UBUREZI BWAMASHURI ABANZA,8510
GUCURUZA IMBAHO ZIBITI ZISATUYE,4663
IMIRIMO YO MURUGO,220
UBUHINZI BW'IBIGORI,111
UBUDANDAZI BW'IBITOKI MU ISOKO,4781
BAKORA UMUHANDA,4210
UBUREZI MU MASHURI YISUMBUYE,8521
UBWUBATSI BW'AMAZU,4100
UBUDANDAZI BWAMATUNGO MAGUFI,4789
UBUHINZI BW'IBISHYIMBO,111
UBUDANDAZI BWIGANJEMO IBIRIBWA(IBIJUMBA),4711
UBUDANDAZI BWIBIRIBWA(IBIJUMBA)MURI BOUTIQUE,4711
UBUHINZI BW'ITABI,115
UBUDANDAZI BWIGANJEMO IBIRIBWA('IBIRAYI) MURI BUTIKE,4711
UBWUBATSI BW'AMAZU,4100
UBUDANDAZI BW'IBIRAYI MU ISOKO,4781
UBUCURUZI BW AMATUNGO MAZIMA MU ISOKO,4620
UBUCURUZI BW'AMAKARA MU ISOKO,4789
UBUCURUZI BW'IBIRAYI MU ISOKO,4789
UBUCURUZI BW'IBIRAYI MU ISOKO,4789
UBUHINZI BW'IBIGORI,111
UBUCURUZI BW'INKOKO MW'ISOKO,4620
UBUHINZI BW'IBIRAYI,113
UBUCURUZI BW'AMATUNGO MW'ISOKO,4620
UBUHINZI BW'IBIGORI,111
UBUCURUZI BW'AMATA MW'ISOKO,4630
UBUHINZI BWA KAROTI,113
UBUHUNZI BW IBIRAYI,113
UBUHINZI BW IBITUNGURU,113
UBUHINZI BW IBIRAYI,113
UBUCURUZI BUDANDAZA BW IBIRAYI MU ISOKO,4781
UBUCURUZI BUDANDAZA IBIRAYI MU ISOKO,4781
KUDODA INKWETO,9523
UBUVUZI BW'AMATUNGO,7500
UBUHINZI BW'AMASAKA,111
UBUDANDAZI BW'UBUCONCO(IBINTU BITANDUKANYE)MU IDUKA,4789
(UBUBOSHYI)UBUDOZI BW'IMIPIRA,1430
UBUHINZI BW'AMASAKA,111
UBWOROZI BW'INKA,141
UBUREZI BW AMASHURI ABANZA,8510
UBUHINZI BWIBIGOLI,111
UBUVUZI BW'ABANTU,8610
UBUHINZI BWICYAYI,127
UBUHINZI BWIBISHYIMBO NA MASAKA,111
UBUHINZI MU BISHYIMBO,111
UBUHINZI BWIBISHYIMBO,111
UBUHINZI BWIBISHYIMBO,111
UBUHINZI BWIBISHYIMBO,111
UBUHINZI BWIBISHYIMBO,111
UBWUBATSI BWAMAZU,4100
UBUREZI MU MASHURI ABANZA,8510
IMIRIMO YOMURUGO,9700
UBUHINZI BW'ICYAYI,127
UBWUBATSI BW'AMAZU,4100
UBUHINZI BW'IBIGORI,111
UBUHINZI BWICYAYI,127
UBUHINZI BWICYAYI,127
UBWUBATSI BW'AMAZU,4100
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBIGORI,111
UBUCURUZI BW'IMINEKE KU MUHANDA,4799
UBWUBATSI BW'IMIHANDA,4210
UBUYOBOZI BWA LETA,8411
UBUDANDAZI BW'IMBOGA MUMIHANDA,4799
IMIRIMO YO MURUGO,9700
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
KUBAGA INYAMA Z'IHENE MU IBAGIRO,1010
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBWUBATSI BWAMAZU,4100
UBUHINZI BW'IBISHYIMBO,111
UBWUBATSI BWINZU,4100
UBUHINZI BW'IBISHYIMBO,111
GUCUNGA UMUTEKANO,8020
IMIRIMO YO MURUGO,9700
UBUHINZI BW'IBISHYIMBO,111
NATIONAL POLICE,8423
UBUCURUZI BW'URWAGWA MUKABARE,5630
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'AMASAKA,111
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBITOKI,122
GUSANA IMYAMBARO,9529
UBUHINZI BW'INTORYI,113
UBUCURUZI BW'IBIGOLI,4781
UBWUBATSI BW'AMAZU,4100
UBUCURUZI BWA BOUTIQUE,4711
UBUHINZI BW'IBISHYIMBO,111
UBUCURUZI BWA BOUTIQUE,4711
UBUHINZI BW'IBISHEKE,114
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHEKE,114
UBUCURUZI BW'IBIRIBWA MU ISOKO,4781
UBUCURUZI BW'IBIRIBWA MU ISOKO,4781
UBUCURUZI BW'ISAMBUSA MU ISOKO,5610
UBUCURUZI BW'IBIRIBWA BIHIYE MU ISOKO,4781
UBUHINZI BWIBIGORI,111
UBUHINZI BWIBIGORI,111
UBUHINZI BW'IBIGOLI,111
UBUHINZI BW'IBIGOLI,111
UBUCURUZI BWA BUCOSHO MURI BOUTIQUE,4711
UBUCURUZI BWA BUCOSHO MURI BOUTIQUE,4711
UBUHINZI BW'IBIGORI,111
UBWUBATSI BW'IMIHANDA,4210
UBUHINZI BW'IBISHEKE,114
IMIRIMO YO MURUGO,9700
UBUHINZI BW'AMASAKA,111
UBUCURUZI BWA BOUTIQUE,4711
UBUHINZI BW'AMASAKA,111
UBWUBASTI BW'AMAZU,4100
UBUHINZI BW'IBIGORI,111
UBUREZI BWAMASHURI ABANZA N'AYISUMBUYE,8521
UBUCURUZI BW'IMBUTO MURI BOUTIQUE,4721
UBUDOZI BWO GUSANA IMYENDA KU CYARAHANI,9529
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBIGORI,111
UBWUBATSI BW'AMAZU,4100
UBUKANISHI BW'AMAGARE,9529
UBUCURUZI BW'IBYUMA BY'AMAGARE MU ISOKO,4763
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBIGORI,111
UBWUBATSI BW'AMAZU,4100
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBIGORI.,111
UBUHINZI BWIBIGORI,111
UBUHINZI BWIBIGORI,111
UBUCURUZI BWA BOUTIQUE,4711
UBUCURUZI BWA BOUTIQUE,4711
UBUHINZI BW'IKAWA,127
UBUHINZI BW'AMASHU,113
UBUHINZI BW'IBISHYIMBO,111
KUBOHA INKOKO,1629
KUBOHA INKOKO,1629
UBUHINZI BW'URUTOKI,122
UBUHINZI BW'IBISHYIMBO,111
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU,4100
GUPIMA UMUTOBE,5630
UBUHINZI BWASOYA,111
UBUHINZI BWIKAWA,127
UBUHINZI BWIKAWA,127
UBUHINZI BWIKAWA,127
UBWUBATSI BWAMAZU,4100
UBWUBATSI BWAMAZU,4100
UBWUBATSI BWAMAZU ASANZWE,4100
UBWUBATSI BWAMAZU,4100
UBWUBATSI BWAMAZU,4100
IMIRIMO YUBWUBATSI,4100
UBUCURUZI BWIBISHYIMBO NAMASAKA,4630
IMIRIMO YO MURUGO,9700
UBUHINZI BW'IMYUMBATI,113
UBWOROZI BWAMAFI,311
IMIRIMO YO MURUGO,9700
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BWIBISHYIMBO,111
UBUCURUZI BWAMAFI,4630
UBUDOZI BWIMYENDA,9529
UBUKERARUGENDO,9103
UBUROBYI BWAMAFI,311
UBUHINZI BWIBIGORI,111
UBUHINZI BWIBIGORI,111
UBUHINZI BW'INYANYA,113
HOTEL&RESTAURANT,5510
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BWI NZU,4100
UDANDAZI BW'IBIRIBWA CYANE IMICE,4711
BARANGUZA IMYUMBATI,4630
UBWUBATSI BW'AMAZU,4100
UBWIKOREZI BW'IMIZIGO KUBUTAKA,4923
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IMYUMBATI,113
GUTEMA ISHYAMBA,220
UBUHINZI BW'URUTOKI,122
UBUCURUZI BUDANDAZA IBITOKI MU ISOKO,4781
UBUHINZI BWA KAROTI,113
UBUHINZI BW'INYANYA,113
UBUHINZI BW'IBIGORI,111
UBUHINZI BWURUTOKI,122
GUSUDIRA INZUGI,2599
UBUHINZI BWIBISHYIMBO,111
KUBAKA AMAZU YOKUBAMO,4100
UBUHINZI BWAMASAKA,111
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'UMUCELI,112
UBUHINZI BW' IBIGORI,111
UBUBAJI BW'INZUGI,1622
UBWOROZI BW' INKA,141
UBWUBATSI BW'AMAZU ASANZWE,4100
UBUHINZI BW'URUTOKI,122
UBUHINZI BW'URUTOKI,122
UBUCURUZI BW'IBYUMA BISHAJE,4799
UBWUBATSI BWAMAZU,4100
UBUDOZI BWIMYENDA(AMARIBAYA),1410
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBIGORI,111
UBUHINZI BWIBIGORI,111
UBUHINZI BW'IBIGORI,111
UBUCURUZI BUDANDAZA IMBUTO MURI BOUTIQUE,4781
UBUCURUZI BUDANDAZA IMBUTO MURI BOUTIQUE,4781
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBIGORI,111
IYOBOKAMANA N'IVUGABUTUMWA,9491
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BWA MAZU,4100
UBUHINZI BWIMBOGA,113
UBWUBATSI BWA MAZU,4100
UBUHINZI BWUMUCELI,112
UBWUBATSI BWA MAZU,4100
UBUHINZI BW'INYANYA,113
UBUHINZI BW'IMBOGA,113
UBUHINZI BW'INYANYA,113
GUTWARA IMIZIGO KU IGALE,4923
UBWUBATSI BW'AMAZU,4100
UBUCURUZI BW'IMBOGA,4781
UHUHINZI BWINYANYA,111
UBWUBATSI BWAMAZU,4100
KUBUMBA AMATAFARI,2392
KUBUMBA AMATAFARI,2392
UBWUBATSI BWAMAZU,4100
UBUHINZI BWUMUCELI,112
UBUHINZI BWUMUCELI,112
UBWIKOREZI BW'IMIZIGO KUBUTAKA,4923
UBUCURUZI BW'IBIRIBWA MURI BOUTIQUE,4781
IMIRIMO YO MURUGO,9700
UBUVUZI BW'ABANTU,8610
AUDITING,6920
UBUVUZI BW'ABANTU,8620
GUTUNGANYA IMBAHO,1610
KUMESERA ABANTU AKORESHEJE INTOKI,9601
UBUCURUZI BWA RESTORA,5610
UBUCURUZI BWA RESTORA,5610
UBWUBATSI BW'AMAZU,4100
UBUCURUZI BUDANDAZA INDABO MU IDUKA,4789
KURANGUZA IBIRIBWA BYO MUNGANDA,4630
GUSIGA AMARANGI IBIKORESHO BY'UBUBAJI,9524
UBUCURUZI BUDANDAZA IMYENDA,4799
GUSANA INKWETO,9523
KURANGUZA IBIRIBWA N'IBINYOBWA,4630
IVUGA BUTUMWA (URUSENGERO),9491
IVUGABUTUMWA,9491
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU,4100
KUDANDAZA UBUROSO BWAMENYO,4772
GUKORA AMASUKU,8129
UBWIKOREZI BWIMIZIGO KUMUTWE,5224
UBWIKOREZI BWIMIZIGO KUMUTWE,5224
GUTWARA ABANTU NIBINTU KUBUTAKA,4921
GUTWARA ABANTU MU MODOKA KU BUTAKA,4921
GUKANIKA NO GUSANA IBINYABIZIGA,4520
IVUGABUTUMWA BY CHURCH,9491
GUKORA IBIKORESHO BYOMUNZU NA OFFICE,3100
CLEANING SERVICE,8121
UBWUBATSI BW'AMAZU,4100
UBUDANDAZI BW'IMBOGA MU ISOKO,4781
UBWUBATSI BWAMAZU,4100
UBUCURUZI BWIBITUNGURU MU ISOKO,4781
GUTWARA ABANTU KU MAGARE,4922
MOBILE MONEY,6499
SERVICE ZA MOBILE MONEY,6499
IMIRIMO YO MURUGO,9700
BIGISHA AMATEGEKO Y'UMUHANDA &GUTWARA IMODOKA NA MOTO,8522
UBUCURUZI BWUBUCONCO,4711
UBUCURUZI BWUBUCONCO,4711
UBWUBATSI BWAMAZU,4100
GUTWARA IBICURUZWA BYABAKILIYA,4923
UBUCURUZI BWIRIBWA,4711
UBUCURUZI BWIBIRIBWA,4711
HAIRDRESSING,9602
UBUCURUZI BW'AMAVUTA YO KWISIGA MU ISOKO,4789
GUTANGA SERVICE Z'IMIKINO N'IMYIDAGADURO(IBYICUNGO NA CHEVAL),9329
GUTWARA ABANTU MUBINYABIZIGA (IMODOKA),4922
BANKING,6419
"GUCUNGA UMUTEKANO W""ABANTU",8010
UBWUBATSI BW'AMAZU,4100
KUGABURIRA ABANTU,5610
BADODA IMYAMBARO,1410
UBWIKOREZI BWIBINTU MU MODOKA,4923
IMIRIMO YO MU RUGO,9700
GUCURUZA AMASAMBUSA,5610
GUCURUZA AMASAMBUSA,5610
"TRANSFORMING ORGANIZATIONS, UNLOCKING INDIVIDUAL POTENTIAL (MANAGEMENT CONSULTIN",7020
IMIRIMO YO MURUGO,9700
IT AND MARKETING,7310
IMIRIMO YO MURUGO,9700
UBUCURUZI BWA AGRI PRODUCTS,4620
KUDANDAZA IMYENDA MU IDUKA,4782
UBUHINZI BEAMATUNDA,123
GUKODESHA AMAZU,6810
NGO IKORA COUNSELLING,8890
UBUDANDAZI BW'IBIKORESHO BY'IMITAKO,4789
GUKORA IMISATSI,9602
IVUGABUTUMWA,9491
UBUCURUZI BW'IBIRIBWA MU IDUKA BURANGUZA,4630
URUGANDA RUKORA COSMETIC PRODUCTS,2023
GUKORA AMASABUNE N'IBINDI BIKORESHO BY'ISUKU,2023
GUKORA AMASABUNE N'IBINDI BIKORESHO BY'ISUKU,2023
GUKORA AMASABUNE N'IBINDI BIKORESHO BY'ISUKU,2023
MANUFACTURING OF COSMETICS PRODUCTS,2100
MANUFACTURING OF  COSMETICS PRODUCTD,2100
IMIRIMO YO MURUGO,9700
IMIRIMO Y'UBUKERARUGENDO,7912
KUBAKA AMAZU,4100
KWOGOSHA IMISATSI,9602
GUTWARA IMIZIGO,4922
GUTWARA IMIZIGO,5224
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU,4100
BADANDAZA INKWI,4799
"BADANDAZA INTEBE ,MATERA BYA OCCASION",4774
UBUDANDAZI BW IMYENDA,4799
KUDANDAZA IMYENDA MUNZIRA,4799
GUTWARA ABANTU KUBUTAKA KURI MOTO,4921
UBUHINZI BWIBISHEKE,114
UBWUBATSI BW INZU,4100
UBUDOZI BW IMYENDA,9529
UBWUBATSI BW INZU,4100
GUTWAZA ABANTU IMIZIGO,5224
URUGANDA RUKORA IBYUMA,2599
INYUNGANIRA MIRIRE,4772
UBUCURUZI BUVANGAVANZE,4711
GUTWARA IMIZIGO HAKORESHEJWE UBUTAKA,4922
UBUCURUZI BUVANGAVANZE,4799
URUGANDA RUKORA BODABODA,2220
URUGANDA RUKORA BODABODA,2220
GUKORA MATERA,2219
KUDANDAZA AMAKARA MU ISOKO,4789
GUCUMBIKIRA ABANTU,5510
GUTUNGANYA ISOMBE,1079
GUKORA SMARTPHON,2630
GUFURA IMYENDA MU NGO,9601
UBWUBATSI BWAMAZU,4100
URUGANDA RUTUNGANYA IKAWA,1104
UBUDANDAZI BWIBIKORESHO BYITUMANAHO,4741
IMIRIMO YUBWUBATSI BWAMAZU,4100
IMIRIMO YUMUTEKANO,8010
DIPLOMATIC ACTIVITIES,9900
IMIRIMO YO MU RUGO,9700
GUSYA KAWUNGA MU BIGOLI,1061
UBUCURUZI BWA ENVELOPE,3290
UBUKANISHI BW'IMODOKA,4520
GUTWARA IMIZIGO IVA CG IZA MU RWANDA,4923
UBUCURUZI BWA CANTEEN,5629
UBUDOZI,1410
UBWUBATSI BW'AMAZU ASANZWE,4100
GUSANA IBINYABIZIGA,4520
BANK SERVICES,6419
TAXES COLLECTION,8411
IMIRIMO YO MU RUGO,9700
IMIRIMO YO MU RUGO,9700
UBWUBATSI BW'AMAZU ASANZWE,4100
UBUHINZI BW'UMUCERI,112
UBWUBATSI BW'AMAZU,4100
GUTWARA ABANTU KUBUTAKA N'IMODOKA,4921
UBWUBATSI B'IBIGEGA,4290
GUCURUZA BOUTIQUE YIGANJEMO IBIRIBWA,4711
IMIRIMO YO MURUGO,9700
UBWUBATSI BWAMAZU,4100
BADODA IMYENDA,1410
UBUDOZI BW'IMYENDA,1410
UBUDANDAZI BW'AMATELEFONE,4741
UBUDANDAJI BWA LUNETTE NO GUSHYIRAMO UMUTI,4773
RESTAURENT,5610
GUSHYIRA UMUTI MURI LUNETTE,4799
UBUDOZI BWIMYENDA,1410
ITANGAZAMAKURU,6020
SOFTWARE DEVELOPERS,7490
UBUCURUZI BWIBINYOBWA NIBIRIBWA BIDASEMBUYE (CANTINE),5630
KUMESA IMYAMBARO,9601
UBUGENZUZI BWIMARI YA LETA,8411
IMIRIMO YO GUSORESHA,8411
IMIRIMO YO MURUGO,9700
GUSHYIRA AMASHANYARAZI MU NGO,4321
IMIRIMO YO MU RUGO,9700
IMIRIMO YA LETA,8411
IMIRIMO YA LETA,8411
KUDANDAZA AMAKARA,4789
GUCURUZA QUINCAILLERIE,4752
UBUCURUZI BWAMAKARA,4789
IMIRIMOBYO MURUGO,9700
GUTWARA ABANTU N'IBINTU KURI MOTO,4921
GUTWARA ABANTU N'IBINTU MU MODOKA,4921
SECURITY SYSTEM AND ATECHNOLOGY,7490
GUCUMBIKIRA ABANTU,5510
IMIRIMO YO MURUGO,9700
LANDSCAPING,7110
UBUREZI BWAMASHULI MAKURU NA KAMINUZA,8530
UBWIKOREZI BWO MU KIRERE,5110
IMIRIMO YO MU RUGO,9700
GUTWARA IBIKORESHO BY'UBWUBATSI,4923
KURANGUZA IBINYOBWA BYA BLARIRWA,4630
UBWIKOREZI BW'IBIKORESHO BY'UBWUBATSI,4923
IMIRIMO YO MU RUGO,9700
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU ASANZWE,4100
KWAKIRA IMISORO YA LETA,8411
IMIRIMO YO MU RUGO,9700
UMUZAMU,8010
KUDODA IMYENDA YA BA CLIENT,1410
UBWUBATSI BW'AMAZU,4100
BAMESA IMYENDA MUNGO,9601
BAKORA AMAZI MU MAGO,4322
GUTWARA ABANTU MU MIJYI UKORESHEJE UBUTAKA,4921
UBWITEGANYIRIZE BW ABAKOZI,8430
PROMOTE CHILDREN' HEALTHCARE,8890
IMIRIMO YO MURUGO,9700
IMIRIMO YO MURUGO,9700
UBUHINZI BWIBISHYIMBO,111
UBUCURUZI BWA CANTEEN,5629
UBWUBATSI BW'AMAZU ASANZWE,4100
UBUCURUZI BWA MOBILE MONEY,6499
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU,4100
GUKORA ISUKU,9103
GUSANA INKWETO,9523
UBUREZI MU MASHURI YISUMBUYE,8521
UBUREZI BWAMASHURI YISUMBUYE,8521
UBUREZI MUMASHURI ABANZA,8510
UBWIKOREZI BWABANTU KU BUTAKA,4921
UBUREZI BWAMASHURI YISUMBUYE,8521
UBWUBATSI BWIMIHANDA,4210
UBWIKOREZI BWIBINTU KU BUTAKA,4923
UBUCURUZI BW'IBIRIBWA MW'ISOKO,4781
IMIRIMO Y'UMUTEKANO W'IGIHUGU,8423
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU ASANZWE,4100
UBWIKOREZI BW'IBICURUZWA BUKORERWA KUBUTAKA,4922
UBUCURUZI BWIBIKORESHO BYO MURUGO,4719
SERVICE Z'UMUTEKANO,8010
UBUDOZI BW'INKWETO,9523
UBUHINZI BW'IBISHYIMBO NIMYUMBATI,111
UBUCURUZI BW'AMATA KU IGARE,4722
KUBUMBA NO GUCURUZA AMATAFARI,2392
UBUHINZI BWIBISHYIMBO,111
UBWUBATSI BWAMAZU,4100
UBWUBATSI BWAMAZU,4100
UBWOROZI BWAMANTUNGO,149
UBUHINZI BWIBISHYIMBO,111
UBUHINZI BWIBISHYIMBO,111
GUSARURA AMASHYAMBA,220
GUSARURA AMASHYAMBA,220
UBUBUMBYI BWAMATAFARI AMATANURA,2392
UBUHINZI BW'UMUCELI,111
UBWUBATSI BW'AMAZU,4100
BADANDAZA IBINYOBWA MURI CATINE,5629
IMIRIMO YO MURUGO,9700
UBWUBATSI BW'AMAZU ASANZWE,4100
UBUDANDAZI BW'IBIRIBWA MURI BUTIKE,4781
UBUCURUZI BW'IBIRIBWA MURI BUTIKE,4781
UBWUBATSI BW'AMAZU,4100
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW' IBISHYIMBO,111
UBWUBATSI BWAMAZU,4100
GUCUNGA UMUTEKANO W'ABANTU N'IBINTU,8010
BAKORA AMASABUNI,2023
BAHIRA UBWATSI BW'AMATUNGO,162
UMUNYERONDO,8010
BAKANIKA AMA MOTO,4540
UBWUBATSI BW'AMAZU,4100
GUSIGA IRANGI IBINYABIZIGA,4520
GUSYA ISOMBE,1061
UBUHINZI  BWIBIHINGA BIVANGAVANZE,150
UBWUBATSI BWAMAZU,4100
UBUCUKUZI BWAMABUYE,810
UBUDANDAZI BWIBIRIBWA MU ISOKO,4781
UBWUBATSI BW'IMIHANDA,4210
UBUCUZI BW'IBYUMA,2420
UBWUBATSI BWAMAZU,4100
UBWOROZI BW'INKA,141
UBWUBATSI BWAMAZU,4100
UBUCURUZI BWIBINYOBWA BISEMBUYE MUKABARI,5630
UBUDANDAZI BWIMBUTO,4799
UBUDANDAZI BWIMBUTO MU ISOKO,4781
UBUDANDAZI BWIMBUTO MU ISOKO,4781
UBUHINZI BWUMUCERI,112
UBUHINZI BW'IBISHYIMBO,111
UBUKANISHI BWAMAGARE,9529
UBUHUNZI BW'IBISHYIMBO,111
UBUDANDAZI BW'IMITI YA KINYARWANDA,4799
UBUCURUZI BWA BOUTIQUE,4781
GUFURA IMYENDA MUNGO,9601
UBUCURUZI BWA MOBILE MONEY,6499
IMIRIMO NYUMA Y'ISARURA,163
SERVICE ZA RESTAURANT,5610
GUKANIKA IMODOKA,4520
UBWUBATSI BW'AMAZU,4100
GUTWARA IMIZIGO YUBUCURUZI,4923
GUTWARA IMIZIGO,4923
GUTWARA IMIZIGO YUBUCURUZI,4923
UBWUBATSI BWAMAZU,4100
UBUCURUZI BWA PETRORI NA ESSENCE NA MAZUTU,4730
GUTEZA IMBERE IBYOHEREZWA MU MAHANGA BIKOMOKA KUBUHINZI,8411
IMIRIMO YO MU RUGO,9700
WAREHOUSE,5210
UBUCURUZI BWIKAWA,4610
KURANGA AMAZU AGURWA NAKODESHWA,6820
IMIRIMO YO MU RUGO,9700
IMIRIMO Y'IBITARO,8610
UBUREZI MU MUSHURI YISUMBUYE,8521
WASTE PAPER AND GENERAL BUSINESS,7020
WASTE PAPER CONSULT,7020
IMIRIMO YIMIRYANGO MPUZAMAHANGA,9900
IMIRIMO YIMIRYANGO MPUZAMAHANGA,9900
IMIRIMO YO MU RUGO,9700
IMIRIMO YO MU RUGO,9700
UBUCURUZI BURANGUZA BWA SPARE PARTS,4530
UBUCURUZI BWIBIKORESHO BYO KUBAKA,4663
DOMESTIC WORK,9700
DOMESTIC WORK,9700
UBWUBATSI,4100
IMIRIMO YO MU RUGO,9700
IMIRIMO YO MURUGO,9700
BAKORA AMAKARA YO GUCANA,3290
UBWISHINGIZI BWABANTU,8430
IMIRIMO YO MURUGO,9700
CONSULTANCY ACTIVITIES IN EDUCATION,7020
UBUDANDAZI BW'IBIRIBWA,4721
IMIRIMO YO MURUGO,9700
BAKORA IBIJYANYE NA ELECTRICITY,4321
MANAGEMENT OF TOURISM AND HOSPITALITY,7010
DOMESTIC WORK,9700
DOMESTIC WORK,9700
UBWUBATSI BWAMAZU,4100
PROVISION OF SECURITY SERVICES,8010
IMIRIMO YO MURUGO,9700
UBHINZI BWURUTOKI NUBWOROZI BWINKA,150
UBWINGIZI,6511
CLEARING AND DECLARATION OF GOODS,6920
IMIRIMO YO MIRUGO,9700
IMIRIMO YO MURUGO,9700
BANK,6419
BANK,6419
IMIRIMO YO MU RUGO,9700
IMIRIMO YO MU RUGO,9700
GUKORA INTEBE,3100
IMIRIMO YO MU RUGO,9700
URUGANDA RUKORA AMATUYO,2220
UBWUBATSI BW AMAZU,4100
KWOZA IMODOKA,4520
KUBARA IMISORO,6920
GUKORA INTEBE ZA SALON,3100
UBUDOZI BW'IMYENDA,1410
IMIRIMO YO MURUGO,9700
IMIRIMO YO MURUGO,9700
UBWIKOREZ BW'IBINTU AKORESHEJE UMUTWE,5224
UBWUBATSI BW'AMAZU,4100
IBYO GUCUMBIKIRA ABANTU,5510
IBYO GUCUMBIKIRA ABANTU,5510
UBWISHINGIZI,6511
KUGABURA IBIRYO MURI CANTEEN,5629
GUTEKERA ABANTU MUMAKWE,5621
UWIKORERA MUBIJYANYE NO GUFURA IMYENDA,9601
UBUCURUZI BUDANDAZA INKWETO MU ISOKO,4782
ENERGY GENELATION AND DISTRIBUTION,3510
UBUCURUZI BUDANDAZA IBYIGANJEMO IBIRIBWA MURI BOUTIQUE,4711
UBUDANDAZI BW'IBIRIBWA,4711
IMIRIMO YO MURUGO,9700
GUCURUZA AMABUYE Y'AGACIRO,4662
KWITA KU MIBEREHO MYIZA YABATURAGE,8411
KWITA KUMIBEREHO MYIZA YA ATURAGE,8411
UBUVUZI BW'ABANTU,8610
MINISTERI ISHINZWE UBUREZI,8412
GUTIZA ABANTU IBITABO BYO GUSOMA,9101
IMIRIMO YO MURUGO,9700
UBUCURUZI BUDANDAZA TELEPHONE,4741
UBUCURUZI BUDANDAZA TELEPHONE MURI SHOP,4741
IMIRIMO YO MURUGO,9700
BAKORA AMASUKU MU MABIRO N'AMAHOTEL,8129
BACURUZA IMBOGA MU ISOKO,4781
UBWUBATSI BW' IBIRARO,4210
UBWUBATSI BW'AMAZU,4100
UBUCURUZI BW'INYAMA,4721
SERVICE Z'AMABANK,6419
CLEARING AND FORWARDING,7020
GUKORA IBIKORESHO BYO MU NZU MU MBAHO,1610
UBUDOZI BW'IMYENDA,1410
INSTALATION Y'AMASHANYARAZI MUNZU,4321
IMIRIMO YO MU RUGO,9700
CASTING ACTIVITIES,7810
SOLAR HOME SYSTEMS,3510
KUGURISHA LUNNETTES Z'AMASO,4773
GUKURIKIRANA IBYIMISORO N'AMAHORO,8411
IMIRIMO YO MU RUGO,9700
UBUCURUZI BW'IMBOGA,4781
GUKORA IMIGATI,1071
ABIKORERA MU KURINDA UMETEKANO,8010
IMIRIMO YO MU RUGO,9700
GUSUKA IMISATSI,9602
GUKODESHA IMODOKA ZITWARA ABANTU,7911
IVUGABUTUMWA,9491
UBUVUZI BW ABANTU,8610
IMIRIMO YO MU RUGO,9700
UBUVUZI BW ABANTU,8610
UBUVUZI BW ABANTU,8610
IMIRIMO YO MU RUGO,9700
SOLAR ENERGY COMPANY,3510
RADIO HOSTING(_ISAKAZAMAJWI YA RADIO,6010
KURANGA AMAZU AKODESHWA CYANGWA AGURISHWA,6820
UBUDOZI BW'INYENDA,1410
UBUKANISHI BW'IMODOKA NA SOUDIRE,4520
UBUCURUZI BW' AMAVUTA YO KWISIGA,4772
TELECOMUNICATION,6120
GUSANA INKWETO,9523
KUDODA IMYAMBARO,1410
UBUCURUZI BUDANDAZA MU ISOKO,4781
UBUCURUZI BUDANDAZA MU ISOKO,4781
UBUCURUZI BW AKABARI,5629
UBUCURUZI BURANGUZA  IKAWA,4630
KUDANDAZA IMBOGA MU RUGO,4781
GUSANA AMAGARE,4540
IMIRIMO YO MU RUGO,9700
GUTWARA AABNTU KURI MOTO,4921
IMIRIMO YO MURUGO,9700
UBUDOZI BW'INKWETO,9523
UBUCURUZI BW'IMBOGA,4781
UBWUBATSI BW'AMAZU,4100
UBUCURUZI BW'INKOKO,4620
GUTUNGANYA IKAWA,1079
GUTWARA ABANTU KURI MOTO,4921
